revshift,high,female,tenure
342.99985,0,0,102.00002
312.99994,1,0,71.000008
257.99985,1,0,69.000031
372.00006,0,0,98.000053
231.99991,0,0,53.000004
325.99988,0,0,95.999985
311.00003,1,0,73.000038
271.00006,0,0,100.99995
196.00006,0,0,53.999996
197.00005,1,0,73.999992
279.99982,1,0,63.999996
251.99998,0,0,52.000015
260.99991,0,0,56.000019
203,0,0,99.000015
309.99991,0,0,59.000034
283.99994,0,0,56.999985
324.99994,1,0,75.999977
290.00003,0,0,88.999969
296.99997,0,0,94.000023
321.99982,1,0,63.000019
263,0,0,67.000023
233.99997,0,0,99.999985
219.00006,0,0,51.000019
363.00006,0,0,61.000008
171.00008,0,0,95.000008
292.00006,0,0,90.999954
356.00009,0,0,92.000038
241.00002,0,0,60.000027
305.00006,0,0,97
214,0,0,50
263,1,0,64.999985
249.00003,1,0,76.999969
270,0,0,58
387.00012,0,0,92.999954
267.49985,0,0,48.999985
273.00006,0,0,103
231.99991,0,0,54.999989
436.99991,0,0,104.00001
268,1,0,66.000015
240.00002,1,0,71.999992
300.99991,1,0,68.000023
273.00006,1,0,74.999992
211.99994,1,0,61.999977
308.50006,1,1,51.000019
221.00006,1,1,59.000034
216.50009,1,1,56.000019
193.49991,1,1,48
392.00006,1,1,45.999981
175,1,1,48.999985
255.49989,1,1,42.999996
187.00008,1,1,50
281.99997,1,1,53.000004
248.00006,1,1,52.000015
215.99991,1,1,54.999989
143.99995,1,1,58
467.99985,1,1,53.999996
171.00008,1,1,46.999973
242.00006,1,1,45.000023
215,1,1,56.999985
212.99997,1,1,14.999997
307.00009,0,1,42.000015
224.50006,1,1,5.0000005
138.00005,1,1,6.999999
371.50006,0,1,51.000019
363.00006,1,1,9.999999
593.99982,0,1,39.999981
161.99994,0,1,48
262.00012,0,1,45.000023
292.99982,0,1,54.999989
186.00006,1,1,10.999997
215.99991,0,1,37.999992
271.99997,0,1,46.999973
120.00003,1,1,19.999994
179.00003,1,1,5.9999971
208.99995,0,1,50
363.00006,0,1,48.999985
207.99998,0,1,9.0000038
198,1,1,16.000004
166.00003,1,1,2
273.00006,1,1,8.0000038
205,0,1,52.000015
39.000015,0,1,40.999996
68.000023,0,1,45.999981
156,1,1,2.999999
273.00006,0,1,53.999996
226.50002,1,1,18.000004
223.00005,0,1,1
237.99985,0,1,42.999996
197.00005,1,1,12.999995
237.99985,0,1,44.000015
248.00006,1,1,16.999994
488.99976,0,1,53.000004
421.00006,1,1,13.999995
215.99991,0,1,39.000015
244.99995,1,1,3.9999986
290.00003,1,1,19
